REPORT_DATE,SECUCODE,INDUSTRY_NAME,SECURITY_NAME_ABBR,TOTAL_ASSETS,FIXED_ASSET,MONETARYFUNDS,ACCOUNTS_RECE,INVENTORY,TOTAL_LIABILITIES,ACCOUNTS_PAYABLE,ADVANCE_RECEIVABLES,TOTAL_EQUITY,DEBT_ASSET_RATIO,PARENT_NETPROFIT,DEDUCT_PARENT_NETPROFIT,TOTAL_OPERATE_INCOME,OPERATE_EXPENSE,SALE_EXPENSE,MANAGE_EXPENSE,FINANCE_EXPENSE,TOTAL_OPERATE_COST,OPERATE_PROFIT,TOTAL_PROFIT,CCE_ADD,NETCASH_OPERATE,SALES_SERVICES,PAY_STAFF_CASH,NETCASH_INVEST,RECEIVE_INVEST_INCOME,CONSTRUCT_LONG_ASSET,NETCASH_FINANCE
16058,600901.SH,多元金融,江苏租赁,993.07,52782.77,27221.97,880.08,0.00,847.55,244332.96,0.00,145.52,85.35,207245.33,204519.28,394059.29,0.00,0.00,35662.71,0.00,117529.34,276529.96,276388.85,342065.60,102740.07,0.00,23807.72,-19367.72,0.00,19367.72,257810.39
16069,600903.SH,燃气,贵州燃气,100.67,454196.08,144203.77,106199.66,39635.62,63.00,62705.92,86.31,37.67,62.58,17631.55,16490.67,508765.62,422128.53,16434.64,30511.52,15635.78,487333.79,22906.06,22942.72,89563.02,31964.58,525030.26,53063.25,-49863.77,4026.09,57577.13,107462.21
16007,600905.SH,电力行业,三峡能源,2171.96,8786427.50,1307739.61,1897049.41,13096.33,1406.01,1884678.46,67.15,765.95,64.73,564236.69,506684.42,1548410.58,644039.39,0.00,99926.26,284423.17,1042388.38,678433.14,663980.20,1116988.70,881768.27,1209034.55,115053.54,-3489725.35,31904.22,2990615.08,3724565.39
16027,600906.SH,证券,财达证券,452.92,15843.32,1134116.73,52346.51,0.00,341.29,34452.58,0.00,111.64,75.35,68047.61,68838.53,252429.67,0.00,0.00,109906.78,0.00,159784.56,92645.11,91236.47,92566.63,-9052.30,0.00,82094.60,-9995.83,0.00,10016.47,111746.36
16029,600908.SH,银行,无锡银行,2017.70,0.00,0.00,0.00,0.00,1858.46,0.00,0.00,159.24,92.11,158004.10,156348.20,434926.90,257252.40,0.00,124964.20,0.00,257252.40,177674.50,177415.30,232609.60,722193.90,0.00,66757.00,-382587.60,41441.60,22918.20,-105921.50
16027,600909.SH,证券,华安证券,736.41,62046.36,1613863.64,27975.79,0.00,539.96,21063.14,0.00,196.44,73.32,142406.70,135357.95,348342.04,0.00,0.00,154329.40,0.00,168903.72,179438.32,178694.67,359329.80,126.84,0.00,104869.17,-61218.20,1297.94,22904.30,420799.12
16054,600916.SH,珠宝首饰,中国黄金,110.20,10581.00,462566.44,112362.46,412033.09,43.82,17688.80,0.00,66.38,39.76,79443.23,75818.19,5075766.62,4919164.39,46099.07,13802.21,6193.83,4994471.94,95373.04,100097.18,120612.88,81494.50,5686056.25,26822.28,-7207.55,0.00,3210.87,46325.93
16069,600917.SH,燃气,重庆燃气,90.80,460845.74,120413.57,21890.53,8736.17,39.65,41655.91,0.42,51.15,43.67,45633.92,40718.56,780978.19,697349.86,21057.88,23788.09,-3402.04,743442.63,51871.31,53838.32,-31431.61,62218.71,820611.26,89865.51,-60560.57,2898.33,47969.95,-33089.75
16027,600918.SH,证券,中泰证券,2046.90,91857.32,4609028.81,157235.20,0.00,1675.30,341554.13,0.00,371.60,81.85,320000.94,310489.49,1314966.92,0.00,0.00,648391.01,0.00,885494.25,429472.67,429861.08,1066853.07,227207.47,0.00,436711.61,-15101.65,140988.67,249727.15,856415.21
16029,600919.SH,银行,江苏银行,26188.70,0.00,0.00,0.00,0.00,24208.20,0.00,0.00,1980.56,92.44,1969436.50,1929418.20,6377135.30,3736307.00,0.00,1430727.80,0.00,3736307.00,2640828.30,2647585.70,2176920.80,7177150.70,0.00,758779.90,-4949223.50,2535871.80,312817.20,41981.30
16029,600926.SH,银行,杭州银行,13905.60,0.00,0.00,0.00,0.00,13004.90,0.00,0.00,900.71,93.52,926101.90,917547.40,2936087.40,1878079.20,0.00,801673.50,0.00,1878079.20,1058008.20,1059477.10,-3499243.30,-5595828.80,0.00,475015.30,-10295700.00,2224318.80,81117.90,12408900.00
16058,600927.SH,多元金融,永安期货,649.72,10437.15,3325500.53,21678.15,0.00,533.86,10950.41,0.00,115.86,82.17,130655.44,129984.68,3784151.82,0.00,0.00,109256.27,0.00,3638111.91,146039.91,162369.84,1205494.21,1001297.65,3989187.33,67551.67,2579.43,6708.17,4136.34,203980.45
16029,600928.SH,银行,西安银行,3458.64,0.00,0.00,0.00,0.00,3182.61,0.00,0.00,276.03,92.02,280432.40,279850.40,720304.50,414037.60,0.00,186874.80,0.00,414037.60,306266.90,306000.10,394621.70,1380075.70,0.00,99803.80,-2634781.10,40888.60,6350.50,1649327.10
16066,600929.SH,化学原料,雪天盐业,83.76,318360.00,71303.57,10404.30,55736.59,31.77,50661.77,10.00,51.99,37.93,40171.13,15413.83,478026.42,335335.93,34227.07,33432.56,2984.04,435085.90,50269.99,47058.69,-67001.13,60040.14,351009.60,68599.53,-109408.21,1747.24,72546.48,-17667.26
16035,600933.SH,汽车零部件,爱柯迪,65.71,177382.22,132863.63,80170.91,76683.03,19.29,26590.66,0.00,46.42,29.35,30987.36,23465.50,320566.27,236208.05,4333.51,24051.13,8627.56,293841.25,34041.19,34885.60,-63715.82,48139.39,354823.90,63927.42,-158111.35,6175.95,108352.07,56319.35
16066,600935.SH,化学原料,华塑股份,91.26,657299.68,124100.69,2270.20,35957.20,28.10,80052.42,0.00,63.16,30.79,78543.62,81206.56,673922.36,499864.00,1257.67,28808.92,8151.47,580376.06,96195.25,91548.70,102678.05,123268.58,459437.11,38884.12,-12967.05,0.00,13252.07,-7623.48
16039,600936.SH,文化传媒,广西广电,106.32,520265.45,118759.16,58927.80,47610.01,73.64,114123.69,6.62,32.68,69.26,-34972.48,-40469.30,184935.39,159294.50,18375.38,27012.88,8781.01,220587.10,-36779.13,-34961.51,20760.12,57816.44,241926.17,57585.94,-94373.79,0.70,94170.47,57317.47
16023,600938.SH,石油行业,中国海油,7865.69,503600.00,7973000.00,2644400.00,570300.00,3045.93,4899000.00,0.00,4819.76,38.72,7032000.00,6817100.00,24600000.00,12200000.00,269400.00,521800.00,393600.00,14600000.00,9580400.00,9582100.00,1741300.00,14789300.00,26166600.00,1010600.00,-9623500.00,339600.00,8243700.00,-3333200.00
16005,600939.SH,工程建设,重庆建工,780.04,145828.46,557476.10,1729261.79,1061107.36,672.17,3537873.71,14.15,107.87,86.17,27336.57,6761.71,5782493.22,5501536.59,1229.99,105011.88,53692.76,5689502.97,36331.12,34581.31,-140553.71,-84916.37,5247102.60,198963.15,-30461.43,951.83,15313.41,-25122.43
16056,600941.SH,通信服务,中国移动,18060.30,70130100.00,33515500.00,3718500.00,1020300.00,6310.35,26323400.00,8529200.00,11749.90,34.94,11600000.00,10700000.00,84800000.00,60400000.00,4824300.00,5322800.00,-809600.00,71600000.00,15200000.00,15200000.00,3121400.00,31476400.00,92801700.00,11857100.00,-23829600.00,1730300.00,20731100.00,-4520100.00
16066,600955.SH,化学原料,维远股份,92.32,319465.25,103078.72,0.00,30917.71,9.84,29279.01,0.00,82.49,10.65,214971.29,213113.92,963461.60,664702.54,267.69,7354.57,448.86,679702.48,285848.25,285825.89,63738.18,267535.38,1055408.83,16638.42,-464255.90,247.31,96514.00,260458.70
16069,600956.SH,燃气,新天绿能,720.77,3236958.67,764839.70,665741.52,21418.63,481.53,45803.18,77876.11,239.24,66.81,216013.40,215469.82,1598526.83,1123394.55,310.86,67545.53,121560.55,1325391.70,311782.90,312823.99,566964.33,433264.12,1473043.21,70232.83,-731140.01,17655.61,794602.98,864937.77
16027,600958.SH,证券,东方证券,3266.00,204030.38,9055581.57,101153.74,0.00,2624.57,125281.80,0.00,641.43,80.36,537149.63,530697.01,2437039.50,0.00,0.00,840063.15,0.00,1813962.34,623077.15,630683.38,83348.37,-1057773.16,0.00,517011.61,1849248.26,434914.88,44330.86,-690030.34
16039,600959.SH,文化传媒,江苏有线,351.85,1899610.00,372747.72,86196.17,123199.62,126.18,244956.20,51902.90,225.68,35.86,31507.10,-19931.84,745868.76,529470.31,74977.14,136612.01,-3041.87,748375.12,7485.54,38162.69,27033.05,235797.63,813656.47,304028.70,-278603.23,15076.41,178008.84,69838.66
16035,600960.SH,汽车零部件,渤海汽车,82.46,198111.40,103987.90,81554.22,102772.16,29.83,36858.47,0.00,52.64,36.17,-9010.71,-11565.71,441486.01,394331.73,11276.94,19869.32,8233.14,448896.80,-9826.46,-9723.97,-112667.58,13699.39,413270.73,90510.01,-18595.47,9807.62,18019.35,-101603.15
16032,600961.SH,有色金属,株冶集团,57.81,305040.11,23184.36,18879.63,116040.92,49.14,52279.39,0.00,8.67,85.00,16392.01,13642.65,1647190.18,1569954.91,1866.87,20982.21,13381.27,1616407.18,32342.41,33246.66,4350.47,61378.58,1391791.08,26120.17,-2693.62,0.00,15450.90,-54576.63
16012,600962.SH,食品饮料,国投中鲁,23.23,64847.63,12778.55,47370.02,83503.97,15.15,16133.48,0.00,8.08,65.23,-1947.22,-4233.89,144986.12,122053.71,11033.23,9285.09,4362.07,148327.85,-4348.65,-1037.90,-7885.27,13103.11,141615.58,11898.06,-2564.73,156.15,2751.29,-18114.83
16025,600963.SH,造纸印刷,岳阳林纸,164.53,384529.06,86558.81,72965.44,534239.12,76.58,169523.65,0.00,87.94,46.55,29807.92,21003.18,783805.15,665406.29,11950.45,29220.01,18104.02,754840.51,33929.87,34846.78,3375.57,34166.47,686693.84,52922.49,-25345.88,270.00,27756.85,-4813.06
16009,600965.SH,农牧饲渔,福成股份,26.71,42951.61,100158.01,14335.22,66234.95,5.18,11355.97,4420.39,21.53,19.41,15033.70,14133.77,126850.66,85382.18,16016.26,5734.47,-1482.69,108096.93,18297.35,18946.26,54314.63,5180.15,136451.73,16892.80,51184.00,398.46,8688.23,-2049.52
16025,600966.SH,造纸印刷,博汇纸业,199.14,1029171.97,330249.10,64170.73,209468.36,126.47,222781.68,0.00,72.67,63.51,170568.01,171277.27,1627612.33,1254397.27,6367.03,53873.85,16933.65,1394965.09,225380.86,224185.49,24357.08,364472.01,1459131.88,58211.33,-30738.86,844.04,30831.50,-309176.48
16008,600967.SH,交运设备,内蒙一机,315.80,191194.56,1010117.14,68263.13,397300.16,211.58,233161.31,0.00,104.22,67.00,74657.50,68944.25,1381627.55,1238546.93,2493.42,45845.12,-21705.42,1309786.27,83611.97,83582.45,-441194.48,63593.82,1211925.24,109968.12,-455785.13,8712.72,25386.98,-48980.35
16064,600968.SH,采掘行业,海油发展,356.74,885720.94,315071.11,1093197.05,74998.39,146.57,965739.91,398.24,210.17,41.09,128350.71,107702.21,3873930.26,3362446.29,22741.05,148600.35,3409.00,3659278.35,193439.16,191976.49,-20683.05,263352.88,4220196.09,589507.88,-150345.85,26602.06,144234.48,-132715.89
16007,600969.SH,电力行业,郴电国际,150.25,886569.36,154424.82,21762.66,5542.95,110.95,32259.33,0.00,39.30,73.84,4591.69,3325.57,341110.47,290662.70,1021.72,20034.15,10775.49,325361.82,23948.17,17611.51,11119.95,89673.36,383107.44,36605.59,-132065.69,1.37,137827.29,53531.11
16005,600970.SH,工程建设,中材国际,414.78,289852.04,848161.65,501904.62,254082.11,278.79,852913.37,0.00,135.99,67.21,181027.04,130037.66,3624208.62,3001414.68,39872.23,175233.39,39087.05,3389752.83,236115.29,240892.25,-5200.85,221359.85,3085624.31,343723.69,-67236.86,1334.23,34236.62,-144765.40
16011,600971.SH,煤炭行业,恒源煤电,177.67,325283.30,624263.36,10880.85,49454.34,77.08,100073.74,0.00,100.58,43.39,138715.45,138134.68,674937.50,390576.17,5509.88,71718.54,4164.54,520725.09,158467.06,155723.13,73674.44,215336.55,781080.74,215793.29,-84471.31,124.14,53948.69,-57190.80
16020,600973.SH,电网设备,宝胜股份,207.52,507535.20,382186.79,472840.86,273013.01,160.98,91881.04,54.84,46.54,77.57,-76298.89,-79447.83,4287835.78,4014005.71,42426.00,46578.86,51473.33,4233222.36,-71208.65,-70544.37,30010.49,43763.55,4642890.26,76786.40,-119387.99,1091.58,66747.48,104871.83
16009,600975.SH,农牧饲渔,新五丰,54.07,55139.06,83340.79,9275.54,87412.67,31.76,13979.69,0.00,22.31,58.74,-28026.05,-27886.66,200286.29,197567.28,2738.30,10398.60,6220.37,219255.47,-28689.04,-29662.28,56519.63,-53013.65,203291.87,20091.66,-29478.33,3.94,28594.80,139011.62
16081,600976.SH,中药,健民集团,28.26,35223.91,29836.27,47462.87,22173.33,12.57,20487.63,7.94,15.68,44.50,32473.68,30053.38,327818.36,185246.08,99188.06,13204.56,192.36,305394.45,36523.77,36093.16,21620.44,25918.35,326622.24,24090.22,750.42,3630.44,5599.10,-5048.33
16039,600977.SH,文化传媒,中国电影,192.48,168259.93,683621.38,268756.50,143771.85,75.04,317547.91,8930.58,117.44,38.99,23639.26,9284.12,581560.19,479856.98,15178.49,48716.39,-1750.29,557087.46,37003.32,36901.28,42286.29,97739.34,531915.20,73413.38,-40478.50,5875.51,26076.05,-14964.25
16007,600979.SH,电力行业,广安爱众,96.24,617532.50,49298.05,34230.54,13039.33,52.74,35686.69,0.00,43.50,54.80,20894.83,17015.48,239404.25,165261.92,7566.76,28027.91,12716.43,217203.24,23848.26,25444.29,301.52,54916.65,261317.36,34523.58,-87790.83,-945.01,40571.37,33176.00
16068,600980.SH,小金属,北矿科技,12.50,14758.74,22335.66,15047.73,28557.81,3.10,9303.68,0.00,9.39,24.83,8186.91,6535.11,70490.11,51120.63,1922.12,4783.11,-825.59,61830.23,9471.00,9217.65,1954.55,4186.91,54371.53,10706.85,-19373.15,0.00,4428.73,17182.08
16037,600981.SH,贸易行业,汇鸿集团,250.02,127976.92,374115.90,324274.35,309848.12,181.69,241547.91,5171.27,68.33,72.67,24864.75,-5382.66,4527842.25,4361607.48,59304.94,77202.06,22584.50,4539249.59,38376.31,47561.77,-73394.22,42002.66,5062913.43,86181.55,72433.14,24153.45,7201.61,-191599.46
16007,600982.SH,电力行业,宁波能源,99.86,248901.37,86561.71,56059.61,35995.42,55.78,34171.23,11.41,44.08,55.86,47360.00,16393.26,691374.10,630745.23,10490.14,19521.34,8625.79,674765.37,31194.40,53938.89,13540.95,9363.43,732712.37,26350.37,-124481.53,17262.77,74812.41,128437.03
16019,600983.SH,家电行业,惠而浦,59.53,101848.56,108520.67,165013.18,48149.31,29.91,96923.31,0.00,29.62,50.24,-58894.07,-66798.27,493116.37,445654.38,41221.25,18727.82,3240.87,522908.79,-61966.40,-61552.20,61988.34,-34387.89,492044.26,77508.58,99110.87,17603.96,10123.35,-1524.40
16059,600984.SH,工程机械,建设机械,176.03,714520.79,167626.68,504813.91,41375.96,115.03,173033.04,68.15,61.00,65.35,37462.97,36831.69,472461.63,307084.37,3096.58,35289.01,34042.50,392671.23,44083.19,44132.01,-30473.03,2399.69,277888.90,58242.35,-227848.62,0.00,229300.12,194984.55
16011,600985.SH,煤炭行业,淮北矿业,734.64,3691985.24,518878.34,176192.78,253228.43,416.68,973796.47,0.00,317.95,56.72,478039.23,459265.28,6503819.56,5212020.54,18438.38,358941.31,72446.25,5900538.13,621439.93,604341.66,195971.78,1105290.11,5539889.40,777087.22,-597375.71,5456.42,547243.79,-311892.47
16039,600986.SH,文化传媒,浙文互联,76.51,933.76,92847.74,405966.46,13.67,36.09,193701.81,0.00,40.42,47.17,29438.37,24623.89,1429379.19,1346810.55,20695.65,26426.04,2770.12,1406131.46,36590.04,36871.43,7763.89,-60177.42,1456822.75,36054.19,20087.89,397.35,1141.23,47826.31
16010,600987.SH,纺织服装,航民股份,78.91,197618.98,160580.16,30549.56,148809.29,18.15,19812.52,0.00,60.76,23.00,66660.54,60460.39,949115.86,820659.19,10651.81,16186.00,-871.93,868289.02,86976.42,86955.35,-21861.60,62661.80,969196.89,93640.11,-47489.85,0.00,27849.60,-37012.51
16052,600988.SH,贵金属,赤峰黄金,80.54,243892.15,182474.89,2526.01,141209.36,30.53,44040.14,0.00,50.01,37.90,58258.22,53408.66,378262.41,252448.83,77.74,23528.17,-8728.80,285585.89,74680.63,77100.83,53144.94,75514.88,386908.81,49057.16,-27787.27,1532.96,134236.51,5590.54
16066,600989.SH,化学原料,宝丰能源,443.74,2363017.17,145070.22,3833.49,94039.31,136.84,47404.86,0.00,306.90,30.84,707042.59,733551.12,2329993.53,1346574.17,5961.37,59775.71,25871.30,1486677.93,842057.80,812071.41,-170208.12,648781.77,1943380.04,165186.52,-545764.35,0.00,535716.26,-273046.83
16015,600990.SH,通信设备,四创电子,76.99,105223.24,85753.63,161421.05,171798.36,49.70,181494.60,0.00,27.29,64.56,18387.07,12664.65,314328.95,252193.43,12363.23,22423.94,5740.37,300985.33,19865.89,20182.16,-30797.23,-5094.56,327831.01,51713.39,-4105.02,0.00,13653.94,-21541.84
16043,600992.SH,通用设备,贵绳股份,33.06,16363.23,84664.83,46228.01,41562.38,18.43,17320.63,0.00,14.63,55.75,3103.17,2154.57,252918.60,225625.96,14627.48,4899.69,1343.28,251786.28,3605.19,3600.38,6986.93,652.16,142072.41,30003.51,6201.46,905.57,21672.10,547.27
16081,600993.SH,中药,马应龙,41.27,33072.42,243056.25,12343.77,31392.50,8.13,12704.78,0.00,33.14,19.69,46459.17,43168.62,338505.93,201757.21,71727.37,10077.33,-3562.23,289199.26,55030.52,54815.91,36387.53,59717.10,339869.06,37339.77,-6304.70,3406.64,6509.83,-16964.45
16007,600995.SH,电力行业,文山电力,31.96,213961.59,19689.44,28116.14,1713.80,10.59,19522.99,151.87,21.37,33.13,1575.79,8084.28,216360.13,191503.00,571.87,21909.26,568.52,215962.76,3846.18,3661.28,4094.99,34396.70,262645.08,49549.25,-36186.17,208.63,38278.11,5884.46
16039,600996.SH,文化传媒,贵广网络,179.04,712635.95,149597.14,264133.83,26518.37,132.78,250737.04,0.00,46.27,74.16,-44526.80,-47447.53,278395.80,242567.54,10234.41,23742.34,20530.77,299908.47,-51397.50,-44546.27,93210.66,26643.64,201116.47,91379.21,-125770.48,0.00,119849.40,192337.50
16011,600997.SH,煤炭行业,开滦股份,297.21,1106658.32,903429.26,158925.54,124241.92,141.31,433930.94,8.25,155.90,47.55,181532.22,182122.06,2235370.95,1769561.46,29111.98,66052.81,28219.37,1949595.73,274039.25,270670.10,178450.43,437796.76,2319476.49,238376.78,-104629.60,6112.00,108815.42,-154047.63
16083,600998.SH,医药商业,九州通,859.36,671694.36,1470151.14,2640628.04,1551680.71,588.63,1280226.97,0.00,270.73,68.50,244833.42,140312.39,12200000.00,11300000.00,367403.77,245555.09,109759.98,12000000.00,359262.69,336326.41,-110470.84,345904.51,11942000.00,359490.18,-254294.16,8199.57,138626.77,-201731.49
16027,600999.SH,证券,招商证券,5972.21,144960.64,8793825.98,105554.67,0.00,4846.31,2903625.17,0.00,1125.90,81.15,1164506.51,1158685.08,2942889.61,0.00,0.00,1106866.15,0.00,1561341.39,1381548.22,1370385.29,804457.45,-4119305.40,0.00,715046.12,1381340.60,263235.69,41275.93,3571831.42
16016,601000.SH,航运港口,唐山港,237.44,918199.69,529696.31,90997.13,10549.06,39.38,125896.80,223.79,198.06,16.58,208877.67,166331.09,607499.39,362883.78,320.31,43951.88,-2838.65,426253.98,257148.77,259279.71,25458.93,192048.91,656965.97,76241.49,-17068.33,17004.26,76553.97,-149507.13
16011,601001.SH,煤炭行业,晋控煤业,403.45,1051797.61,1638637.29,109209.12,35673.13,225.30,511556.99,0.00,178.15,55.84,465776.18,445887.55,1826512.80,833499.90,14830.03,49215.38,32628.85,1089431.72,830199.12,827455.68,698872.60,781989.29,1899663.83,142793.83,-39653.97,8490.03,48144.08,-43462.19
16043,601002.SH,通用设备,晋亿实业,53.69,90312.67,29193.09,63028.95,177680.70,12.16,39191.60,155.37,41.53,22.66,21511.11,20007.93,287386.52,227516.72,6042.08,11785.53,602.24,259985.36,26467.90,25713.57,24870.03,9095.31,260848.13,31852.24,19802.33,1718.56,39576.70,-3581.34
16033,601003.SH,钢铁行业,柳钢股份,725.58,3570158.35,419570.31,78062.52,1647803.00,459.94,1165233.37,0.00,265.64,63.39,145604.45,142428.47,9225163.08,8544416.21,8352.03,108840.19,62970.87,8935215.04,239183.89,236378.45,125869.65,322536.70,7664943.27,398163.51,-339160.08,0.00,339727.12,142304.47
16033,601005.SH,钢铁行业,重庆钢铁,429.96,2189166.20,641064.50,5388.50,384019.80,206.21,456798.50,0.00,223.75,47.96,227439.30,245319.50,3984941.80,3595038.80,8114.30,50450.40,38072.10,3709018.70,246153.40,226288.40,113414.80,562143.10,3959609.60,149040.40,-553608.80,120.90,489132.50,104880.50
16003,601006.SH,物流行业,大秦铁路,1985.46,8689931.42,5941629.31,619802.25,169262.68,632.18,326044.89,684.03,1353.28,31.84,1218130.97,1220740.78,7868204.72,6150859.07,22396.89,77748.93,33845.19,6314836.27,1821176.63,1810271.04,732891.71,1889844.69,5739100.12,2115524.13,-333311.10,284662.17,360916.65,-823641.88
16038,601007.SH,旅游酒店,金陵饭店,37.08,109321.89,45054.15,5493.33,45261.82,14.10,7676.63,2132.62,22.97,38.03,2803.86,1326.60,137397.26,93122.02,9911.10,18749.14,2394.23,125851.96,14193.11,13357.22,8548.89,25105.80,154935.86,26220.83,-20855.79,1607.99,4903.17,4291.55
16016,601008.SH,航运港口,连云港,92.48,452593.39,135453.82,11133.09,1261.26,39.80,8586.44,0.00,52.68,43.03,10900.16,3419.71,203288.88,157352.66,0.00,20181.03,9306.77,187635.62,25414.86,25692.52,-3863.44,34881.02,204944.20,53008.61,-3335.27,3205.41,6523.05,-35861.19
16029,601009.SH,银行,南京银行,17489.50,0.00,0.00,0.00,0.00,16263.80,0.00,0.00,1225.65,92.99,1585675.70,1572415.80,4092518.50,2173806.90,0.00,1195741.90,0.00,2173806.90,1918711.60,1918445.70,-207470.50,12064900.00,0.00,705093.50,-12837100.00,405179.10,224758.90,588016.20
16036,601010.SH,商业百货,文峰股份,73.70,326898.18,62902.20,1762.21,42342.01,25.84,38362.12,4403.54,47.86,35.06,23655.60,21935.66,247390.51,130602.43,37534.33,35309.94,4398.84,218428.17,30864.31,30856.69,10467.72,41130.85,304056.88,33176.54,-22746.93,1855.59,17721.30,-7916.20
16011,601011.SH,煤炭行业,宝泰隆,119.80,184220.55,22613.55,5378.98,107628.63,49.49,131019.56,0.00,70.31,41.31,15124.91,15152.79,357857.21,297349.58,730.68,17493.23,13852.73,334395.99,17620.32,16520.58,6558.78,68008.16,328045.53,15963.57,-44758.49,0.47,44185.21,-16690.90
16072,601012.SH,光伏设备,隆基股份,977.35,2487522.60,2917194.56,785344.65,1409803.20,501.48,1021157.47,0.00,475.87,51.31,908588.05,882605.21,8093225.11,6458966.03,179002.89,181063.33,90606.72,7036875.47,1065597.18,1023236.09,257794.93,1232260.66,6196878.83,603049.96,-714068.21,39205.97,490397.20,-208843.92
16011,601015.SH,煤炭行业,陕西黑猫,207.28,1041561.00,182956.78,16224.79,144919.28,99.55,127301.78,0.00,107.73,48.03,152733.13,136188.76,1889524.68,1635559.82,4156.12,20662.89,40895.91,1710740.95,209244.32,207855.31,21707.96,1325.00,1097908.85,69587.05,-10919.09,22050.00,26467.58,31302.05
16007,601016.SH,电力行业,节能风电,394.16,2248703.33,167117.76,473734.18,16750.31,280.34,325900.96,381.15,113.82,71.12,76753.78,75596.35,353890.25,158512.62,0.00,18693.41,70958.05,251360.68,91465.28,90425.24,-45047.64,210194.93,279609.84,18175.06,-619325.50,0.00,617622.16,366622.62
16016,601018.SH,航运港口,宁波港,949.62,4149938.10,1020617.00,277588.10,76055.40,360.88,208554.50,16057.90,588.73,38.00,433167.80,378533.50,2312750.00,1564357.00,220.40,228691.90,49974.40,1883518.00,597109.10,595757.10,57419.90,803638.10,4320108.10,430782.70,-548659.40,57507.30,636550.50,-196529.50
16039,601019.SH,文化传媒,山东出版,196.16,302416.00,731840.51,164048.02,180907.34,72.31,296530.56,1683.83,123.85,36.86,153277.01,139553.02,1089060.66,683244.63,115038.31,136079.46,-4594.53,937426.63,152424.53,153322.18,62625.97,255739.71,1164102.15,170382.02,-127949.94,6782.45,94923.92,-65135.69
16032,601020.SH,有色金属,ST华钰,50.02,131953.49,7896.13,67.83,6489.08,16.68,33113.89,0.80,33.34,33.35,15064.89,13305.50,140826.17,100006.38,146.54,15413.66,5171.96,122819.33,16427.23,16784.58,4615.02,25932.61,156750.92,8421.09,-21074.04,4.56,25071.46,-176.09
16001,601021.SH,航空机场,春秋航空,383.20,1656498.22,726046.89,9846.15,21339.98,245.73,51992.43,0.00,137.47,64.13,3911.19,-10986.55,1085810.74,1133080.73,21863.79,20389.17,28692.38,1218034.95,594.68,1602.68,-201118.64,168355.01,1290045.20,309329.65,-596284.24,0.00,620087.83,231963.69
16037,601028.SH,贸易行业,玉龙股份,36.49,241.15,117220.60,43755.62,2068.77,9.86,10227.67,0.00,26.64,27.01,36432.96,36572.82,1135194.67,1083970.89,7091.50,5471.67,675.80,1098018.98,36924.13,37105.02,-103.59,4952.36,1058143.64,3630.42,-1292.94,75.38,214.64,-3730.15
16061,601038.SH,专用设备,一拖股份,123.40,246598.15,324339.96,30166.17,167400.89,63.57,200533.87,19.83,59.82,51.52,43820.92,33516.56,933380.89,771293.26,20380.93,36337.82,5111.21,881185.89,42689.80,46029.19,72994.18,58227.98,839593.13,101672.97,27257.59,1611.16,6784.56,-11991.16
16065,601058.SH,橡胶制品,赛轮轮胎,261.73,913805.89,484100.65,235946.37,430771.98,150.35,353150.56,0.00,111.37,57.45,131296.55,119337.24,1799842.85,1460228.80,67419.14,57200.28,27426.54,1665262.23,134872.94,138072.91,49384.81,83667.06,1700776.36,177156.30,-248242.47,434.53,259061.54,214685.07
16027,601066.SH,证券,中信建投,4527.91,70100.79,10387200.00,2307517.17,0.00,3727.85,2137098.41,0.00,800.06,82.33,1023870.33,1021015.80,2987201.87,0.00,0.00,1037929.92,0.00,1683193.43,1304008.44,1302082.65,2524412.12,1111941.95,0.00,707926.17,179677.38,0.00,62036.08,1251158.48
16005,601068.SH,工程建设,中铝国际,588.28,243294.13,751679.64,1528489.35,251726.94,423.13,1307454.42,0.00,165.15,71.93,-95012.97,-102839.42,2334819.63,2017984.95,9566.73,101439.58,55315.28,2271587.05,-75912.38,-75626.53,6830.91,73421.50,2143271.44,225954.89,-408394.22,5975.23,467529.35,343629.97
16052,601069.SH,贵金属,西部黄金,27.40,107167.69,46477.64,265.45,33302.71,9.23,12833.90,0.90,18.18,33.67,7349.19,556.99,415827.76,384754.65,585.94,18915.85,2911.09,413882.55,6680.08,8824.73,-5620.42,10236.89,415205.90,27223.10,-14046.66,0.00,8467.65,-1810.65
16029,601077.SH,银行,渝农商行,12658.50,0.00,0.00,0.00,0.00,11598.10,0.00,0.00,1060.44,91.62,955970.90,926489.60,3084180.30,1964904.20,0.00,848789.60,0.00,1964904.20,1119276.10,1120063.50,1651728.70,4122884.50,0.00,538318.10,-7204543.60,1606147.30,88067.50,4737107.10
16036,601086.SH,商业百货,国芳集团,24.84,61419.25,38769.84,482.07,10394.93,9.42,26066.88,508.01,15.42,37.91,8650.60,7871.41,96803.64,54396.15,18616.50,7845.00,772.69,84851.73,12782.92,12470.47,-19786.30,19442.48,278230.12,7513.94,10773.39,993.82,5898.58,-50002.17
16011,601088.SH,煤炭行业,中国神华,6068.27,23780100.00,16288600.00,1025800.00,1263300.00,1613.76,3379000.00,0.00,4454.51,26.59,5026900.00,5003600.00,33500000.00,22400000.00,58100.00,911900.00,8800.00,25300000.00,7824200.00,7737500.00,4382600.00,9457500.00,34461900.00,3392200.00,-684400.00,374800.00,2386300.00,-4373100.00
